chi2,mass,radii,mdot,velocity,ID
23.658212,17.5,75.8,1.58E-05,790.1529067,543
23.659991,19.1,60.1,9.22E-06,624.7184942,544
23.761223,17.6,83,2.34E-05,1236.448147,545
23.811538,19.3,75.9,1.51E-05,911.951786,546
23.82618,17.6,78.8,1.50E-05,946.8461591,547
23.835234,17.6,78.2,1.60E-05,1053,548
23.883814,19.1,62.2,1.35E-05,909.1193752,549
23.90756,19.4,80.4,1.30E-05,480,550
23.916059,34.4,99.4,2.49E-05,1361.415638,551
23.923156,19.2,67.3,1.47E-05,1022.776974,552
23.930502,17.6,83.2,2.10E-05,1240,553
23.936443,17.6,83,1.50E-05,840,554
23.955113,17.5,73.4,1.40E-05,801,555
23.957986,17.5,74.7,1.80E-05,1265,556
23.973236,17.6,83,2.15E-05,1345.004286,557
23.979314,17.6,84.1,1.61E-05,909.4137517,558
24.000603,19.3,73.9,1.99E-05,1209.430894,559
24.004661,19.3,72.9,1.07E-05,529.8723971,560
24.017959,19.1,63.5,1.34E-05,870.8227648,561
24.052634,17.5,74.7,2.60E-05,1843,562
24.06693,17.5,75.3,2.00E-05,1349,563
24.071943,19.3,73.6,1.06E-05,469.2259402,564
24.090147,19.1,63.5,1.70E-05,1226.870059,565
24.132006,19.1,61.9,8.71E-06,533.6086852,566
24.142998,17.6,83,1.50E-05,704,567
24.179587,17.5,75.5,2.32E-05,1404.909376,568
24.202669,19.4,77.7,1.00E-05,443,569
24.214782,17.6,84.9,1.77E-05,787.9157593,570
24.243607,17.5,74.4,2.70E-05,1813,571
24.26012,19.3,71.4,9.20E-06,405.7385158,572
24.274289,17.6,77.3,1.31E-05,682.9423107,573
24.350218,17.5,74.4,2.10E-05,1455,574
24.372187,17.6,83,1.45E-05,818.2585186,575
24.377957,19.1,63.3,8.84E-06,490.2127781,576
24.384819,19.3,72.9,1.52E-05,832.2145478,577
24.404545,17.5,73.8,1.20E-05,606,578
24.411702,19.4,77.5,1.45E-05,702.8666956,579
24.471475,19.1,61.8,1.27E-05,937.3199744,580
24.493069,19.1,63.6,1.25E-05,897.7669599,581
24.505687,17.5,74.4,1.40E-05,891,582
24.517851,19.2,66.8,1.39E-05,925.6594756,583
24.528136,19.2,65.7,1.69E-05,1140.861418,584
24.536198,19.3,75.1,1.40E-05,723.3293671,585
24.542004,31.4,101,3.01E-05,1447.46087,586
24.586146,17.6,81.1,1.29E-05,623.9817739,587
24.643583,17.5,74.4,2.20E-05,1609,588
24.65371,19.4,79.8,2.10E-05,1193,589
24.662114,19.4,80.4,1.50E-05,844,590
24.662742,17.6,84.9,2.40E-05,1463,591
24.696118,17.5,74.7,1.40E-05,806,592
24.755629,17.5,74.4,1.30E-05,798,593
24.78725,17.6,83,1.30E-05,639,594
24.803068,19.3,76.9,1.13E-05,509.2094233,595
24.819183,19.4,77.7,1.50E-05,749,596
24.831151,28.9,102.3,2.70E-05,1308.267142,597
24.840917,17.5,76.4,1.30E-05,780,598
24.859415,19.1,62,1.11E-05,771.4639896,599
24.883869,17.6,84.9,1.90E-05,1124,600
24.914843,17.6,82.2,1.70E-05,1024.142789,601
24.926442,19.4,77.7,2.10E-05,1174,602
24.964168,17.6,84.4,1.80E-05,1091,603
24.968505,17.5,73.4,1.93E-05,1180.32458,604
24.976065,17.6,83.2,2.30E-05,1177,605
25.007374,17.6,83,2.30E-05,1273.009075,606
25.040816,17.5,74.7,2.20E-05,1560,607
25.055473,17.5,74.4,1.90E-05,1295,608
25.102358,19.3,76.7,1.13E-05,533.7521081,609
25.121022,19.1,62.9,8.36E-06,413.7683174,610
25.15399,17.5,74.7,2.10E-05,1435.666749,611
25.154534,17.6,82.2,1.75E-05,844.8988823,612
25.172719,19.1,61.6,7.66E-06,376.770864,613
25.173161,17.5,75.3,1.17E-05,632.3035533,614
25.189778,17.6,81.1,2.47E-05,1391.152619,615
25.192029,17.5,74.4,1.20E-05,778,616
25.194423,17.6,78.2,2.30E-05,1377,617
25.248695,17.5,75.3,2.00E-05,1345,618
25.297372,19.3,72.2,1.01E-05,458.0936977,619
25.307006,17.5,75.3,1.86E-05,1011.094442,620
25.362945,17.6,83,2.26E-05,1347.935542,621
25.395829,19.4,77.7,1.60E-05,730,622
25.404196,17.6,82.2,2.00E-05,1259,623
25.410069,28.2,94.7,3.22E-05,1843.36133,624
25.417894,28.9,102.3,3.36E-05,1850.182305,625
25.491331,17.6,84.4,1.40E-05,717,626
25.521631,19.1,61.8,1.13E-05,586.7958071,627
25.53214,28.4,97,3.01E-05,1757.56452,628
25.536117,19.3,70.7,1.42E-05,780.3077629,629
25.563399,19.2,70,1.42E-05,909.3128976,630
25.569115,17.5,74.7,2.10E-05,1417,631
25.60711,17.6,78.8,1.67E-05,1055.23035,632
25.655297,19.2,67.3,1.41E-05,913.8686078,633
25.677578,19.3,72,1.14E-05,668.5965958,634
25.697628,17.6,84.9,2.30E-05,1354,635
25.704665,19.3,72.2,9.57E-06,425.4669151,636
25.719577,17.6,83.2,1.30E-05,651,637
25.740915,17.6,78.8,1.50E-05,865,638
25.767238,17.5,75.3,1.30E-05,776,639
25.795156,17.5,73.4,1.40E-05,788,640
25.795215,17.6,81.6,1.80E-05,926,641
25.812631,19.4,78.3,1.35E-05,618.3530813,642
25.830378,19.4,77.2,1.14E-05,593.3637368,643
25.842795,19.1,59.3,7.90E-06,335.3233523,644
25.86895,17.5,74.7,2.10E-05,1412,645
25.875534,17.5,75.3,1.96E-05,1062.312948,646
25.894106,19.4,78.6,1.32E-05,589.2439852,647
25.90231,19.2,64.4,1.12E-05,765.190559,648
25.909517,17.6,82.4,2.10E-05,1102,649
25.923096,17.6,81.9,2.70E-05,1598,650
25.944806,28.9,102.3,2.70E-05,1228.743312,651
25.949107,19.4,79.8,1.80E-05,910,652
25.975042,17.6,83.2,2.30E-05,1182,653
26.037001,28.8,100.9,2.43E-05,1240.86937,654
26.045611,17.6,83.2,2.40E-05,1292,655
26.220081,17.5,74.4,2.10E-05,1264,656
26.246501,17.5,75.3,1.30E-05,692,657
26.249909,17.5,76.4,1.30E-05,655,658
26.266511,17.5,75,1.80E-05,1014,659
26.278013,17.5,75.3,1.10E-05,582,660
26.288532,17.5,73.1,2.41E-05,1768.198399,661
26.397411,17.6,78.2,1.69E-05,1117.15544,662
26.416457,19.2,68.8,1.54E-05,963.8176258,663
26.427718,17.5,73.8,1.90E-05,1187,664
26.453407,17.6,80.8,1.97E-05,1054.820465,665
26.458898,17.6,78.2,2.10E-05,1231,666
26.470152,17.5,74.7,1.70E-05,910,667
26.499555,17.5,73.8,1.10E-05,560,668
26.565319,17.6,83,2.10E-05,1279,669
26.570498,17.6,83,2.30E-05,1218,670
26.576391,19.2,67.5,9.05E-06,380.6158366,671
26.586484,19.2,70.3,1.48E-05,935.8530445,672
26.604544,17.5,74.7,1.50E-05,983,673
26.6126,29.5,108.1,3.76E-05,1820.46616,674
26.636161,19.4,77.7,1.80E-05,931,675
26.666962,17.6,78.2,1.20E-05,611,676
26.765721,19.3,70.9,1.17E-05,713.217318,677
26.788707,17.6,84.4,2.86E-05,1621.315472,678
26.788753,19.3,76.4,1.05E-05,473.350284,679
26.792262,17.5,72.5,1.40E-05,891,680
26.796386,19.4,79.2,1.26E-05,606.7331572,681
26.814755,17.5,73.4,1.70E-05,983,682
26.869582,28.4,96.2,2.61E-05,1513.602198,683
26.882645,17.6,85.2,1.65E-05,869.1374512,684
26.904481,17.5,75.3,1.70E-05,1197,685
26.983231,17.6,78.2,2.40E-05,1579,686
27.002792,19.4,77.7,2.20E-05,1356,687
27.0076,17.6,78.5,1.53E-05,977.4970841,688
27.014426,17.6,81.9,1.68E-05,1040.798388,689
27.039139,19.2,67.3,9.55E-06,481.0267588,690
27.048943,17.5,74.7,2.26E-05,1483.104962,691
27.050096,19.1,61.9,8.88E-06,364.4782953,692
27.057742,17.6,81.9,2.30E-05,1437,693
27.06569,19.2,70.3,1.02E-05,522.4951888,694
27.114022,19.3,72.9,1.48E-05,697.5540732,695
27.129169,17.5,75.3,2.00E-05,1359,696
27.1403,17.5,73.8,1.30E-05,708,697
27.147414,19.1,63.3,1.14E-05,659.5267947,698
27.163132,17.6,80.8,2.30E-05,1304,699
27.18172,17.5,75.3,2.10E-05,1416,700
27.189341,17.6,83,1.20E-05,595,701
27.194716,17.6,78.2,1.80E-05,1115,702
27.197383,19.1,61.3,1.49E-05,1144.410792,703
27.20963,17.5,74.4,2.00E-05,1321,704
27.215374,17.5,75.3,1.50E-05,817,705
27.216541,17.5,74.4,2.30E-05,1405,706
27.222435,19.3,73.4,1.59E-05,894.5983721,707
27.229335,19.3,73.4,1.58E-05,994.2840078,708
27.240594,17.5,74.4,2.00E-05,1394,709
27.25841,17.5,75.3,1.76E-05,950.4806704,710
27.272061,19.1,63.6,8.30E-06,320.5644994,711
27.311995,17.6,84.4,2.00E-05,978,712
27.315619,19.1,60.1,1.26E-05,993.434979,713
27.338377,17.6,80.3,1.70E-05,896,714
27.378894,17.5,74.7,2.20E-05,1281,715
27.401581,19.1,60.2,1.00E-05,725.5239365,716
27.421981,17.5,74.7,1.20E-05,781,717
27.423403,19.2,66.8,9.66E-06,481.0752956,718
27.468964,17.5,73.8,2.20E-05,1465,719
27.511702,27.7,65.5,8.61E-06,349.4512289,720
27.523674,17.5,74.4,1.90E-05,1344,721
27.534889,17.5,74.7,2.00E-05,1172,722
27.580572,19.2,65.3,9.20E-06,459.5492278,723
27.584365,19.2,66.4,9.15E-06,335.8679712,724
27.588982,19.3,76.2,1.52E-05,772.1345075,725
27.59796,19.3,76.4,1.76E-05,1095.52982,726
27.602163,17.6,78.2,1.90E-05,1221,727
27.628183,19.1,63.5,1.12E-05,662.3292129,728
27.663187,19.3,74.1,1.20E-05,475,729
27.683189,17.5,73.8,2.30E-05,1545,730
27.733859,19.2,66,1.08E-05,707.7388377,731
27.740348,19.1,63.2,1.36E-05,954.0280682,732
27.766786,17.6,84.1,2.18E-05,1097.010729,733
27.793837,17.5,75.3,1.80E-05,1153,734
27.878596,19.1,61.1,1.49E-05,1028.646111,735
27.916671,19.3,70.5,1.17E-05,488.5771899,736
27.976854,17.6,84.4,2.20E-05,1319,737
28.025631,19.4,79.8,1.54E-05,694.1025545,738
28.041922,19.3,74.4,1.79E-05,1039.845628,739
28.051974,19.1,61.3,1.32E-05,867.603597,740
28.088471,17.5,74.7,2.09E-05,1375.163535,741
28.10986,19.1,59.6,8.04E-06,421.96841,742
28.122369,19.3,75.6,1.02E-05,475.7626487,743
28.126822,17.6,80.8,1.40E-05,752,744
28.143591,17.6,82.4,2.30E-05,1219,745
28.150179,17.5,73.8,1.70E-05,1179,746
28.152205,17.5,74.4,2.00E-05,1442,747
28.185122,19.2,68.8,1.20E-05,568.7454512,748
28.220751,19.2,68,1.56E-05,888.6313001,749
28.230091,17.5,75.3,1.90E-05,1143,750
28.269,17.5,72.5,2.00E-05,1162,751
28.293859,17.6,84.4,1.26E-05,642.671151,752
28.319103,19.4,81.1,1.40E-05,744.9871397,753
28.322174,19.3,72.4,9.26E-06,373.97101,754
28.352249,19.4,79.8,1.12E-05,518.943211,755
28.355507,17.6,78.2,2.20E-05,1503,756
28.357163,17.5,75.3,1.10E-05,585,757
28.402883,17.5,73.8,1.00E-05,530,758
28.421762,17.6,81.6,1.90E-05,1222,759
28.438696,19.3,75.4,2.14E-05,1383.00338,760
28.445634,17.5,74.4,1.60E-05,1131,761
28.458878,19.2,66.2,1.09E-05,714.0292284,762
28.474915,17.6,82.4,2.00E-05,1111,763
28.477149,17.5,76.4,1.30E-05,722,764
28.498751,17.5,74.7,2.30E-05,1611,765
28.548704,17.6,78.2,2.20E-05,1364,766
28.580973,17.5,75.3,2.40E-05,1522,767
28.655896,17.5,74.7,1.37E-05,883.3390969,768
28.668586,17.5,74.7,1.80E-05,1021,769
28.680691,17.6,80.8,2.50E-05,1571,770
28.696038,17.6,84.9,2.60E-05,1582,771
28.732905,17.5,74.4,2.10E-05,1208,772
28.740084,27.7,65.5,1.26E-05,745.170295,773
28.74138,17.6,84.9,2.50E-05,1523,774
28.788815,19.3,74.4,9.74E-06,380.6178615,775
28.792331,19.1,59.9,8.52E-06,487.3853977,776
28.819174,28.9,102.3,2.71E-05,1326.417163,777
28.82525,17.5,75.3,2.70E-05,1845,778
28.829686,17.6,80.3,1.80E-05,964,779
28.859595,17.5,73.4,1.20E-05,669,780
28.862556,28.9,102.3,2.84E-05,1394.973453,781
28.895513,17.5,73.4,1.10E-05,662,782
28.897147,17.6,81.9,2.20E-05,1227,783
28.90068,19.3,72.6,9.35E-06,439.1865191,784
28.920834,28.4,96.2,2.58E-05,1425.218734,785
28.928073,17.5,73.8,1.60E-05,1123,786
28.945826,17.5,75.3,1.20E-05,635,787
28.967234,17.5,75.3,2.20E-05,1504,788
28.973982,17.5,74.7,1.40E-05,895,789
28.980483,17.6,79.4,1.53E-05,792.5703631,790
29.01786,17.5,74.7,2.01E-05,1412.974798,791
29.021481,33.2,93.2,3.23E-05,1752.540126,792
29.053158,17.6,83,2.40E-05,1287,793
29.055064,17.5,74.4,1.50E-05,849,794
29.063191,28.6,98.5,2.21E-05,1061.727363,795
29.077847,19.4,78.3,2.26E-05,1262.630856,796
29.107059,17.5,74.7,1.83E-05,1289.048948,797
29.156298,17.5,73.8,2.10E-05,1392,798
29.161313,17.5,75.3,2.12E-05,1194.458008,799
29.178934,17.5,73.8,1.18E-05,578.1068533,800
29.206322,17.5,72.5,2.00E-05,1158,801
29.251211,17.5,75.3,2.50E-05,1638,802
29.285125,19.3,74.4,1.59E-05,824.5377331,803
29.285923,17.5,74.7,1.50E-05,954,804
29.303319,17.6,78.8,1.40E-05,687,805
29.310287,17.5,75.3,2.50E-05,1802,806
29.310431,17.5,75.3,2.20E-05,1287,807
29.323799,19.4,77.7,1.20E-05,554,808
29.328651,17.6,84.6,2.51E-05,1451.527088,809
29.355339,19.4,80.4,2.30E-05,1309,810
29.365494,17.5,73.8,1.40E-05,994,811
29.38092,17.5,74.4,1.10E-05,491,812
29.395556,17.6,82.2,2.60E-05,1523,813
29.406991,17.6,81.9,2.00E-05,1268,814
29.423174,17.5,74.4,1.60E-05,1139,815
29.470795,17.6,83.2,1.70E-05,814,816
29.477962,17.5,75.3,1.85E-05,1042.310806,817
29.490338,17.5,74.7,2.07E-05,1467.003596,818
29.490498,19.2,68.6,1.72E-05,1195.594726,819
29.536183,19.1,61.9,1.61E-05,1134.091385,820
29.537422,17.5,75,1.40E-05,911,821
29.546762,19.4,78.6,1.42E-05,816.0422376,822
29.558832,17.6,80.8,1.20E-05,544,823
29.581375,17.6,81.6,1.30E-05,748,824
29.584349,19.3,74.9,2.01E-05,1249.174934,825
29.60707,17.5,73.8,2.40E-05,1699,826
29.690628,17.6,78.8,2.20E-05,1380,827
29.699317,17.6,78.8,2.08E-05,1160.94255,828
29.717211,17.6,80.3,2.20E-05,1217,829
29.772834,19.4,79.2,1.65E-05,972.1843422,830
29.776233,17.6,78.8,2.70E-05,1751,831
29.804782,17.5,75.3,2.80E-05,1994,832
29.822083,28.9,102.3,3.41E-05,1621.500021,833
29.850487,17.6,81.9,1.70E-05,1042,834
29.991778,17.6,82.4,1.30E-05,700,835
30.007359,17.6,82.2,2.60E-05,1594,836
30.036522,28.4,96.2,2.47E-05,1334.928565,837
30.072199,19.2,69.6,1.05E-05,599.1672731,838
30.078126,17.5,74.4,2.70E-05,1874,839
30.082504,17.6,78.8,2.24E-05,1469.053048,840
30.097902,17.6,82.2,1.31E-05,611.4494344,841
30.099653,17.6,79.4,2.12E-05,1415.622797,842
30.109044,17.6,78.2,1.40E-05,816,843
30.111163,17.6,78.2,2.20E-05,1173,844
30.115324,19.4,77.7,1.05E-05,398.4581758,845
30.124843,17.6,84.4,1.80E-05,764,846
30.157705,19.4,77.7,2.20E-05,1217,847
30.161906,17.6,84.9,2.31E-05,1379.691602,848
30.171523,28.4,96.2,2.27E-05,1143.962581,849
30.195694,19.4,79.8,1.60E-05,778.9615762,850
30.207436,17.5,75.3,1.28E-05,768.1286952,851
30.234159,17.5,74.7,2.40E-05,1575,852
30.236483,17.6,84.9,2.20E-05,1317,853
30.27257,17.6,84.9,2.20E-05,1367,854
30.288934,19.1,61.3,1.01E-05,546.4723055,855
30.342866,17.6,82.2,2.80E-05,1657,856
30.346471,17.5,74.1,2.43E-05,1794.588609,857
30.455214,17.6,81.9,1.20E-05,509,858
30.472929,19.2,66.7,1.52E-05,867.3687799,859
30.484743,17.6,78.2,1.70E-05,883,860
30.497627,17.6,77.3,1.15E-05,621.1961323,861
30.505938,19.1,59.6,1.29E-05,864.9492435,862
30.510428,19.4,79.8,1.40E-05,647,863
30.512677,19.4,77.7,2.00E-05,1061,864
30.540533,19.3,70.9,1.77E-05,1047.141687,865
30.545551,19.4,79.8,1.90E-05,967,866
30.559815,17.6,80.8,1.60E-05,708,867
30.641535,17.6,82.4,1.40E-05,755.8381791,868
30.703126,17.5,75,1.70E-05,961,869
30.705135,17.6,83,2.40E-05,1351.199744,870
30.713815,19.2,65.7,9.76E-06,617.3960785,871
30.716803,28.4,96.2,2.54E-05,1511.312522,872
30.742605,19.1,62.5,1.63E-05,1202.382749,873
30.747273,18.6,113.1,3.63E-05,1789.691299,874
30.773597,19.1,62.2,1.70E-05,1183.320808,875
30.802474,19.2,70.3,1.84E-05,1122.705772,876
30.823941,17.5,73.4,1.10E-05,577,877
30.838159,19.4,80.4,1.10E-05,492,878
30.878513,17.6,84.6,1.44E-05,666.0450723,879
30.882319,17.5,75,2.60E-05,1663,880
30.902611,17.6,80.3,2.80E-05,1832,881
30.957992,19.1,60.8,7.74E-06,474.5783868,882
30.963803,17.6,78.2,2.70E-05,1763,883
30.970225,19.4,78.3,1.58E-05,944.6667915,884
30.997509,17.6,79.4,1.41E-05,691.8057496,885
31.013394,17.5,75.3,1.19E-05,716.1692007,886
31.019245,17.5,75.3,1.00E-05,487,887
31.040907,19.4,77.7,1.10E-05,579,888
31.071158,17.5,74.7,1.80E-05,1002,889
31.174928,19.1,63.6,1.13E-05,530.1376173,890
31.201291,17.5,75.3,1.36E-05,865.3226767,891
31.216454,17.5,75,1.30E-05,698,892
31.233539,17.6,83,1.50E-05,894,893
31.245095,19.1,62.5,8.78E-06,458.135792,894
31.252877,17.5,74.4,1.01E-05,537.1039735,895
31.266951,19.4,77.7,1.70E-05,868,896
31.29186,17.6,81.9,1.30E-05,659,897
31.318526,17.6,80.3,1.30E-05,707,898
31.331075,17.5,73.8,2.30E-05,1475,899
31.351702,17.5,74.4,1.10E-05,634,900
31.352039,19.1,61.2,7.93E-06,369.1887549,901
31.374074,17.5,74.4,1.40E-05,690,902
31.409789,17.6,78.2,1.50E-05,777,903
31.445051,17.6,78.2,1.40E-05,616,904
31.454162,17.5,74.1,2.12E-05,1362.168041,905
31.508555,17.5,73.4,2.60E-05,1732,906
31.547046,17.6,78.2,2.30E-05,1616,907
31.549801,17.6,83,2.00E-05,1276,908
31.569654,19.4,79.5,1.22E-05,588.8734287,909
31.581696,17.5,74.7,1.90E-05,994.138685,910
31.585318,19.2,67.5,1.65E-05,1015.801896,911
31.671838,17.5,73.8,1.20E-05,645,912
31.71444,17.5,74.4,1.58E-05,875.7148353,913
31.725097,19.4,80.4,1.70E-05,1020,914
31.747934,17.5,75.3,2.30E-05,1630,915
31.808595,17.5,74.7,2.20E-05,1574,916
31.815119,17.6,83,1.50E-05,706,917
31.83334,17.5,75.3,1.04E-05,546.3544267,918
31.841632,17.6,83,1.40E-05,737,919
31.869046,17.6,78.8,2.00E-05,1271,920
31.897151,19.1,61.6,1.02E-05,690.9774799,921
31.912114,17.5,74.4,1.10E-05,492,922
31.98243,17.5,75.3,2.50E-05,1617.359952,923
32.071343,17.6,80.3,1.70E-05,890,924
32.141977,17.6,81.9,1.40E-05,636,925
32.147654,19.4,79.8,1.40E-05,775,926
32.20493,17.5,75.3,1.80E-05,1272.243955,927
32.212147,17.5,74.4,1.10E-05,546,928
32.221842,17.5,74.7,2.20E-05,1427,929
32.319126,17.6,83,2.26E-05,1150.73891,930
32.325813,19.4,77.2,1.90E-05,1100.672182,931
32.332285,17.5,74.4,2.10E-05,1277,932
32.338435,19.1,63.9,7.89E-06,330.0026451,933
32.361801,17.6,81.6,2.35E-05,1341.583447,934
32.377991,17.5,73.8,1.20E-05,816,935
32.379451,17.6,78.2,1.16E-05,630.2927123,936
32.43377,17.6,81.9,1.30E-05,641,937
32.449615,17.5,75.3,1.18E-05,716.2299491,938
32.503596,17.6,84.4,2.02E-05,1081.529727,939
32.560003,17.5,74.7,9.99E-06,461.8718928,940
32.644047,28.9,102.3,3.45E-05,1906.819172,941
32.663667,19.3,74.1,1.00E-05,472,942
32.66865,17.6,78.2,1.30E-05,810,943
32.668699,19.4,77.2,1.74E-05,950.9314845,944
32.678785,17.5,75,1.81E-05,1028.904432,945
32.684365,17.6,83,1.20E-05,545,946
32.707321,19.3,71.3,1.18E-05,729.5609365,947
32.713859,17.5,76.4,1.70E-05,1180,948
32.727051,17.6,82.2,2.10E-05,1366,949
32.727592,19.1,61.6,1.31E-05,839.7194938,950
32.753237,17.6,83.2,2.40E-05,1375.424061,951
32.757499,27.9,91.7,2.97E-05,1752.556323,952
32.842426,17.6,78.2,2.20E-05,1175,953
32.875459,19.4,80.4,2.42E-05,1313.14701,954
32.947783,17.6,84.4,2.30E-05,1406,955
32.965702,17.5,74.7,1.50E-05,1012,956
32.96582,17.5,74.7,2.68E-05,1701.186125,957
32.971519,17.5,74.7,2.83E-05,1927.604896,958
33.024742,19.3,70.9,8.45E-06,321.3516433,959
33.058059,19.2,64.8,1.86E-05,1286.042316,960
33.061518,17.5,74.7,2.60E-05,1880,961
33.079685,17.5,75.3,1.20E-05,587,962
33.140306,19.2,68.8,1.54E-05,871.590516,963
33.145227,17.5,74.7,1.96E-05,1413.005149,964
33.173041,17.5,74.7,1.86E-05,1275.847307,965
33.176094,17.6,83.8,2.17E-05,1049.676731,966
33.205447,19.2,65.4,1.02E-05,466.1408576,967
33.211466,19.2,68.3,1.13E-05,531.4067631,968
33.216372,19.1,63.6,7.96E-06,416.6044108,969
33.232231,17.6,80.3,2.00E-05,1290,970
33.242618,17.6,83.2,1.20E-05,652,971
33.298037,17.5,73.8,2.30E-05,1465,972
33.305534,17.6,80.8,1.60E-05,1044,973
33.354691,19.3,71.3,1.49E-05,855.3514925,974
33.363829,19.4,80.4,2.01E-05,984.1838145,975
33.387484,28.8,100.9,3.54E-05,1812.29424,976
33.400851,17.6,78.2,1.20E-05,545,977
33.402486,17.5,74.7,2.37E-05,1447.395379,978
33.416559,17.5,74.7,1.79E-05,1283.067367,979
33.427299,17.6,81.6,1.30E-05,572,980
33.456833,17.5,73.4,1.30E-05,701,981
33.474286,17.6,80.3,1.50E-05,862,982
33.550432,19.4,80.4,2.20E-05,1196.678908,983
33.584103,17.5,75.3,2.40E-05,1508,984
33.607738,19.4,80.7,1.96E-05,1019.880101,985
33.610035,17.5,75.3,1.50E-05,748,986
33.621445,19.4,78.3,1.65E-05,1001.735543,987
33.671191,17.5,76.4,1.60E-05,1110,988
33.674678,17.6,82.4,2.10E-05,963,989
33.685044,29.1,104,3.88E-05,1919.407671,990
33.708629,19.3,74.1,1.00E-05,544,991
33.739911,19.4,78.6,1.00E-05,450.0378862,992
33.757347,19.3,76.9,1.71E-05,1006.458774,993
33.764989,17.5,74.7,2.20E-05,1639,994
33.766221,17.5,74.7,1.20E-05,625.7532669,995
33.826648,17.5,74.7,1.60E-05,890,996
33.848682,17.5,75,2.70E-05,1789,997
33.875346,17.5,75.3,1.40E-05,752,998
33.905293,17.6,83,2.40E-05,1229,999
33.915837,17.5,74.7,2.10E-05,1292,1000
33.933774,19.1,62.2,1.39E-05,920.6098248,1001
33.941673,17.6,84.9,1.80E-05,1127,1002
33.973219,17.5,74.7,2.50E-05,1815,1003
34.060992,17.6,82.2,1.84E-05,920.061468,1004
34.07249,19.1,60.7,8.36E-06,415.3806065,1005
34.076334,17.5,74.4,1.80E-05,997,1006
34.088254,17.5,75.3,1.80E-05,910,1007
34.089526,17.6,78.2,2.20E-05,1528,1008
34.111157,19.1,61.5,1.04E-05,758.570122,1009
34.134404,17.5,74.7,1.20E-05,609,1010
34.140731,17.5,73.8,2.00E-05,1177,1011
34.157427,19.3,74.1,1.30E-05,797,1012
34.162769,17.5,74.7,1.20E-05,615,1013
34.203052,19.2,64.5,1.37E-05,874.0931686,1014
34.247793,17.6,78.2,2.20E-05,1526,1015
34.272463,17.6,81.9,1.53E-05,730.7890448,1016
34.288374,19.3,74.1,1.20E-05,714,1017
34.303799,19.4,80.4,1.10E-05,437,1018
34.31109,17.5,75.3,1.30E-05,615,1019
34.335834,19.2,66.8,1.41E-05,843.2090441,1020
34.340094,19.2,66,1.53E-05,894.1773087,1021
34.350356,17.6,83,1.20E-05,604,1022
34.373825,17.5,73.8,1.20E-05,598,1023
34.399014,19.2,70.2,1.08E-05,389.6762382,1024
34.404237,17.6,82.2,1.60E-05,670,1025
34.419357,17.5,74.7,1.63E-05,851.8230647,1026
34.42612,19.3,74.1,2.00E-05,1237,1027
34.460146,19.4,77.7,1.70E-05,790,1028
34.498351,17.6,81.6,1.34E-05,625.9523038,1029
34.505214,17.5,74.7,1.90E-05,1279,1030
34.542803,17.6,80.3,1.80E-05,879,1031
34.547193,17.5,73.4,1.60E-05,861,1032
34.54808,17.6,84.4,2.10E-05,1319,1033
34.558719,19.2,65.7,1.95E-05,1390.529964,1034
34.574514,19.4,81.1,2.15E-05,1226.200183,1035
34.584075,27.3,111.7,2.68E-05,1224.698316,1036
34.586476,17.5,73.4,1.30E-05,898,1037
34.638643,17.6,82.2,2.50E-05,1580,1038
34.659085,19.4,78.6,1.93E-05,997.340715,1039
34.667343,19.4,79.8,2.20E-05,1321,1040
34.678483,17.5,74.7,1.20E-05,760,1041
34.678615,17.5,74.7,1.60E-05,868,1042
34.688418,17.5,75.3,1.40E-05,903,1043
34.690159,17.5,73.8,1.40E-05,931,1044
34.690891,17.5,74.4,2.50E-05,1617,1045
34.733221,17.5,75.3,1.10E-05,676,1046
34.768572,17.6,85.2,2.01E-05,1225.314906,1047
34.776864,17.6,78.2,2.60E-05,1567,1048
34.811331,17.6,83,2.30E-05,1198,1049
34.812298,17.6,80.8,2.50E-05,1479,1050
34.816525,17.5,72.5,2.40E-05,1614,1051
34.841042,28.4,96.2,2.24E-05,1324.436183,1052
34.869841,19.2,68.9,1.69E-05,1089.559826,1053
34.878666,19.3,70.5,1.32E-05,800.7991006,1054
34.908475,19.3,74.4,1.77E-05,939.9069342,1055
34.916124,17.5,75.3,2.60E-05,1653,1056
34.928527,17.6,80.8,2.22E-05,1075.593355,1057
34.94231,17.5,73.4,2.20E-05,1308,1058
34.948095,19.3,76.9,1.00E-05,353.3807236,1059
34.980632,17.6,82.2,1.80E-05,913,1060
35.051523,19.1,63.2,9.40E-06,487.8231608,1061
35.05495,17.5,75.3,1.10E-05,562,1062
35.079991,17.6,83.2,1.10E-05,472,1063
35.085499,17.6,81.6,1.22E-05,654.4573284,1064
35.14271,17.5,74.7,1.70E-05,1078,1065
35.14629,17.6,83,2.94E-05,1692.313829,1066
35.186593,17.6,83.2,2.10E-05,951,1067
35.253604,19.3,74.1,9.30E-06,316,1068
35.263869,19.2,67.8,2.19E-05,1530.99569,1069
35.319574,19.3,73.9,1.76E-05,1060.738639,1070
35.329943,17.5,74.7,1.20E-05,573,1071
35.387299,17.5,75.3,1.40E-05,757,1072
35.389435,17.5,74.7,2.20E-05,1593,1073
35.402793,19.6,114.3,3.36E-05,1585.879865,1074
35.428739,17.6,84.9,1.25E-05,572.4788439,1075
35.459475,17.6,81.3,1.44E-05,680.6986103,1076
