chi2,mass,radii,mdot,velocity,ID
89.226687,19.4,77.7,2.70E-05,1534,3409
89.266275,19.1,63.2,2.00E-05,1488.41041,3410
89.278863,17.5,76.4,2.60E-05,1340,3411
89.333926,17.6,78.2,1.82E-05,1361.008303,3412
89.337015,17.5,74.7,2.50E-05,1917,3413
89.378731,19.3,73.4,2.17E-05,1300.124293,3414
89.380105,19.4,77.7,2.80E-05,1628,3415
89.389614,19.1,62.8,1.02E-05,825.9474717,3416
89.41413,19.4,80.4,2.80E-05,1499,3417
89.417035,19.4,77.7,2.50E-05,1355,3418
89.419852,17.5,74.7,2.00E-05,1458,3419
89.464351,17.5,74.7,2.63E-05,1628.788333,3420
89.465463,17.6,83.2,1.40E-05,432,3421
89.467725,19.4,77.7,1.20E-05,755,3422
89.51091,17.5,73.4,2.80E-05,1757,3423
89.511262,19.2,70,2.36E-05,1793.050824,3424
89.543898,17.6,83,1.80E-05,650,3425
89.554161,19.4,78.9,1.67E-05,724.2482096,3426
89.573805,19.1,62.2,1.97E-05,1566.129323,3427
89.599952,19.1,64.1,2.41E-05,1871.545907,3428
89.609152,19.2,67.5,2.07E-05,1692.801192,3429
89.630245,19.6,114.4,3.59E-05,1482.818333,3430
89.649522,17.6,78.8,2.80E-05,1607,3431
89.708567,17.5,75.3,1.06E-05,662.9940849,3432
89.744826,17.5,73.8,2.27E-05,1841.770622,3433
89.745215,17.5,73.8,1.20E-05,725,3434
89.749966,19.2,66.4,1.50E-05,1159.300191,3435
89.75205,19.6,114.4,2.61E-05,1542.830787,3436
89.753802,17.6,82.7,2.65E-05,1792.149346,3437
89.76155,17.5,74.7,1.30E-05,969,3438
89.765182,17.6,84.4,1.20E-05,682,3439
89.765958,17.5,74.7,1.60E-05,952,3440
89.778076,17.6,78.8,2.10E-05,1598,3441
89.781394,17.5,76.4,1.10E-05,786,3442
89.84676,17.5,74.4,2.40E-05,1948,3443
89.932879,17.5,76.4,2.20E-05,1686,3444
89.968854,17.5,74.7,1.30E-05,639,3445
89.998431,17.5,75.3,2.00E-05,1575,3446
90.008374,17.6,81.6,3.16E-05,1743.814023,3447
90.014972,17.5,74.4,1.90E-05,1524,3448
90.016638,17.6,84.4,2.10E-05,1426,3449
90.041929,17.5,74.4,8.60E-06,346,3450
90.064734,17.5,74.7,1.38E-05,669.2841138,3451
90.089659,17.6,83.2,2.20E-05,1519,3452
90.104078,17.5,77,1.61E-05,773.4945262,3453
90.110159,17.6,80.3,2.10E-05,1018,3454
90.1324,19.4,80.4,1.42E-05,891.190893,3455
90.155236,17.5,74.4,2.30E-05,1816,3456
90.171722,19.4,80.4,2.70E-05,1391,3457
90.203388,17.6,83,9.00E-06,375.0485419,3458
90.216965,19.1,63.9,1.70E-05,808.189421,3459
90.247687,17.5,75.3,2.80E-05,1880,3460
90.251451,17.6,80,2.98E-05,1756.339527,3461
90.271783,17.5,75.3,2.50E-05,1988,3462
90.304131,17.6,84.1,2.08E-05,1433.605744,3463
90.305469,19.1,63.3,1.87E-05,1553.948438,3464
90.338719,19.3,74.9,2.09E-05,955.2381378,3465
90.339336,17.5,74.7,1.37E-05,569.7235227,3466
90.355438,17.5,73.8,2.20E-05,1253,3467
90.461532,17.6,82.4,2.60E-05,1424,3468
90.552301,17.6,80.3,3.00E-05,1735,3469
90.556263,17.6,78.2,2.70E-05,1952,3470
90.636358,17.6,81.6,2.50E-05,1834,3471
90.64613,17.6,83.2,1.50E-05,954,3472
90.661325,17.5,74.4,1.00E-05,626,3473
90.678715,17.5,75.3,1.50E-05,1184,3474
90.687566,17.5,75.3,1.50E-05,985,3475
90.719586,17.6,82.4,3.30E-05,1946,3476
90.731954,17.5,75.3,1.30E-05,930,3477
90.745982,17.5,74.7,2.90E-05,1653,3478
90.828182,17.6,81.6,2.10E-05,1495,3479
90.860165,17.6,83,1.80E-05,781.6875539,3480
90.87441,19.3,70.7,2.38E-05,1693.605989,3481
90.886978,17.5,74.7,2.70E-05,1635,3482
90.903327,17.6,85.8,1.72E-05,708.8541772,3483
90.922335,17.6,82.4,2.70E-05,1859,3484
90.959698,19.4,77.7,2.00E-05,767,3485
90.97944,17.6,80.3,1.81E-05,1273.968382,3486
90.996015,19.3,72.6,1.15E-05,784.2974395,3487
91.013282,17.6,84.4,8.70E-06,324,3488
91.017642,19.2,64.7,1.84E-05,1317.116746,3489
91.087855,17.6,80.3,2.60E-05,1948,3490
91.088595,17.5,74.7,2.00E-05,1644,3491
91.125117,19.4,77.7,2.60E-05,1709,3492
91.179587,17.6,78.2,1.98E-05,1003.520028,3493
91.200575,28.2,94.7,1.38E-05,758.6708534,3494
91.234301,18.6,114.7,2.00E-05,883.14615,3495
91.239867,17.5,74.4,2.90E-05,1871,3496
91.293096,17.6,83,2.70E-05,1909,3497
91.318968,17.5,72.5,1.70E-05,1431,3498
91.370715,17.5,74.4,1.10E-05,652,3499
91.382328,19.4,77.5,2.30E-05,1180.904216,3500
91.421409,19.1,64.1,8.94E-06,382.688051,3501
91.439702,19.3,70.9,2.13E-05,1616.259878,3502
91.450012,17.5,75.3,2.30E-05,1282,3503
91.466634,19.2,64.4,1.02E-05,786.9931214,3504
91.470493,17.6,78.2,1.30E-05,461,3505
91.473957,17.5,74.7,1.60E-05,1219,3506
91.481476,17.5,73.4,2.60E-05,1580,3507
91.515245,17.6,78.2,2.40E-05,1264,3508
91.552294,17.6,81.6,3.20E-05,1784,3509
91.569294,19.4,77.2,1.68E-05,635.4224885,3510
91.589782,19.4,80.4,1.70E-05,583,3511
91.659762,17.5,75.3,3.00E-05,1821,3512
91.71884,19.4,77.7,1.70E-05,1180,3513
91.749314,17.6,78.5,1.06E-05,483.8456743,3514
91.755631,17.5,74.7,1.32E-05,884.629495,3515
91.761145,17.6,80.8,1.10E-05,699,3516
91.77733,17.5,75.3,1.10E-05,442,3517
91.795946,17.6,78.8,1.60E-05,1164,3518
91.809215,17.6,80.3,9.90E-06,503,3519
91.881926,17.6,84.1,1.27E-05,443.377919,3520
91.950767,17.5,74.7,1.40E-05,898,3521
91.994327,17.5,73.1,2.73E-05,1651.728887,3522
92.022047,19.2,65.1,7.01E-06,386.9173974,3523
92.022855,17.5,74.4,2.90E-05,1737,3524
92.115501,17.6,80.8,1.60E-05,754,3525
92.122873,19.4,80.4,2.63E-05,1345.558509,3526
92.138581,17.6,85.5,2.02E-05,1359.584172,3527
92.146172,19.4,79.8,2.80E-05,1460,3528
92.244087,17.6,82.4,3.00E-05,1443,3529
92.29753,17.5,74.7,1.70E-05,851,3530
92.313997,17.5,77,2.00E-05,1551.227947,3531
92.317652,17.5,74.7,1.30E-05,860,3532
92.416768,17.5,73.8,1.62E-05,1293.66904,3533
92.420595,19.4,80.4,1.40E-05,545,3534
92.448379,19.3,74.4,1.78E-05,868.2316839,3535
92.46754,17.5,72.5,2.40E-05,1441,3536
92.478942,19.4,81.1,1.36E-05,337.4121802,3537
92.483399,17.5,74.7,1.80E-05,825,3538
92.632679,19.3,72.9,1.48E-05,1057.05822,3539
92.685157,19.6,114.4,1.94E-05,966.3720225,3540
92.719712,17.5,74.7,2.80E-05,1652,3541
92.725552,28.1,93.2,1.41E-05,765.8980427,3542
92.770071,19.2,66,9.82E-06,685.4539736,3543
92.780542,17.6,80.3,3.20E-05,1831,3544
92.787327,17.5,74.1,2.25E-05,1150.961807,3545
92.791064,17.5,73.4,1.20E-05,565,3546
92.87382,17.5,74.7,1.70E-05,1142,3547
92.878358,17.5,72.5,1.30E-05,1020,3548
92.879823,17.6,78.8,1.50E-05,538,3549
92.903463,17.5,74.4,2.00E-05,1042,3550
92.924802,17.5,77,2.99E-05,1965.220817,3551
93.00298,17.6,78.2,1.75E-05,1303.549015,3552
93.05367,17.5,74.7,2.40E-05,1966,3553
93.058965,17.6,83,1.30E-05,806,3554
93.085108,17.6,84.4,2.58E-05,1780.864655,3555
93.116823,19.4,77.2,8.94E-06,439.6832079,3556
93.122803,19.3,73.9,2.49E-05,1822.898739,3557
93.14412,17.5,73.4,2.00E-05,910,3558
93.145133,19.3,74.1,7.70E-06,316,3559
93.239371,19.1,59.4,1.32E-05,860.6140248,3560
93.240045,19.3,75.4,1.73E-05,812.1017351,3561
93.252466,17.5,74.7,1.70E-05,817,3562
93.319269,28.9,102.3,3.68E-05,1709.785029,3563
93.374191,17.5,75.3,1.71E-05,727.3206456,3564
93.452333,17.5,74.7,1.33E-05,562.4612214,3565
93.458141,17.5,75.3,2.00E-05,1489,3566
93.545243,17.5,73.8,2.10E-05,1699,3567
93.552477,17.6,82.2,2.90E-05,1441,3568
93.588706,17.5,75.3,2.20E-05,1630,3569
93.602539,17.6,82.2,3.10E-05,1819,3570
93.60839,17.6,80.8,2.60E-05,1842,3571
93.634083,19.4,80.4,1.03E-05,520.2622877,3572
93.692138,17.6,83,3.10E-05,1630,3573
93.699118,17.5,73.8,8.10E-06,434,3574
93.72478,17.5,74.7,2.30E-05,1811,3575
93.792823,19.4,80.4,1.70E-05,528,3576
93.79796,19.4,77.7,8.60E-06,356,3577
93.8143,19.1,61.6,2.12E-05,1567.189407,3578
93.841387,24.8,107.1,1.97E-05,1072.851324,3579
93.844295,17.6,84.4,2.20E-05,1541,3580
93.90605,17.5,74.4,1.80E-05,1463,3581
93.91169,17.6,82.2,2.80E-05,1747,3582
93.921464,19.4,80.4,1.21E-05,399.9740344,3583
93.952738,17.5,74.7,2.90E-05,1921,3584
93.97867,17.5,74.1,1.87E-05,793.2615821,3585
94.020447,17.5,75,1.70E-05,691,3586
94.038069,19.3,73.1,1.76E-05,858.8442931,3587
94.06568,19.4,77.7,2.70E-05,1680,3588
94.123691,17.6,78.2,3.04E-05,1666.511309,3589
94.126616,19.1,63.3,1.96E-05,1248.166674,3590
94.140122,17.6,84.9,2.10E-05,1239,3591
94.253952,17.6,82.4,3.10E-05,1720,3592
94.288606,19.4,80.7,1.94E-05,1169.422598,3593
94.308815,17.6,78.8,2.00E-05,1476,3594
94.331788,17.5,73.8,2.80E-05,1997,3595
94.333605,17.6,82.2,1.28E-05,788.1428502,3596
94.349015,17.6,80,2.92E-05,1776.851738,3597
94.366419,17.6,83.2,3.40E-05,1875,3598
94.420293,17.5,75.3,2.10E-05,1572,3599
94.434962,17.5,75.3,1.94E-05,985.0667027,3600
94.46929,19.3,74.1,2.30E-05,1580,3601
94.490066,17.5,76.4,1.50E-05,1082,3602
94.515731,17.5,74.4,2.00E-05,1156,3603
94.524917,17.5,74.4,2.40E-05,1250,3604
94.623145,17.5,74.7,2.30E-05,1204,3605
94.623683,17.5,73.8,9.90E-06,468,3606
94.634886,19.3,74.6,1.02E-05,628.7266778,3607
94.63591837,22.8,107.3,3.15E-05,1966.647524,3608
94.678259,17.6,78.2,2.40E-05,1804,3609
94.700981,19.4,77.7,9.30E-06,379,3610
94.716911,17.6,78.2,2.68E-05,1999.527549,3611
94.822379,19.3,71.6,1.22E-05,856.5941718,3612
94.859151,17.6,81.6,1.30E-05,364,3613
94.874189,17.6,83,1.46E-05,598.091818,3614
94.884942,17.5,76.4,3.00E-05,1917,3615
94.893543,17.6,80.8,2.50E-05,1257,3616
94.932201,17.6,80.8,2.90E-05,1387,3617
94.953787,19.3,71.1,1.72E-05,899.0307562,3618
94.980032,19.4,80.4,9.30E-06,368,3619
94.980641,17.5,74.4,2.00E-05,1643,3620
95.062037,17.5,73.8,1.10E-05,341,3621
95.129059,17.5,75.3,2.90E-05,1979,3622
95.145456,17.6,82.2,3.30E-05,1818,3623
95.146565,17.5,74.7,2.40E-05,1351,3624
95.234942,21.1,110.5,2.15E-05,1235.269831,3625
95.291212,17.6,84.1,2.88E-05,1214.979142,3626
95.291332,17.6,83,2.90E-05,1986,3627
95.356136,19.2,65.9,1.22E-05,928.9022212,3628
95.424155,18.6,117.6,3.10E-05,1739.298164,3629
95.43211,17.6,80.3,2.40E-05,1481,3630
95.44017,19.3,72.4,1.04E-05,312.4149654,3631
95.441332,17.6,78.8,1.70E-05,1237,3632
95.444766,17.5,73.4,1.30E-05,893,3633
95.459658,19.4,77.7,2.30E-05,1039,3634
95.468539,17.6,81.6,1.70E-05,1241,3635
95.478254,17.6,83,1.30E-05,804,3636
95.488805,19.4,80.4,1.42E-05,907.7371942,3637
95.565358,17.6,83,3.10E-05,1670,3638
95.584883,19.4,77.7,1.50E-05,517,3639
95.587202,19.1,62.2,9.33E-06,413.4916942,3640
95.676835,28,92.4,2.39E-05,1221.811027,3641
95.68097,17.6,82.2,2.21E-05,970.6088652,3642
95.702352,19.1,62.6,2.46E-05,1824.255801,3643
95.716567,17.6,83,2.40E-05,1085,3644
95.746794,17.5,74.4,2.90E-05,1924,3645
95.748055,17.5,75.3,2.76E-05,1591.399006,3646
95.800363,21.2,112.5,1.92E-05,872.8415035,3647
95.877847,17.5,76.4,2.30E-05,1788,3648
95.903251,17.5,75.3,1.17E-05,365.0152488,3649
95.908616,17.5,73.4,2.40E-05,1955,3650
95.93871,17.5,75.3,7.68E-06,328.2183432,3651
95.974956,17.5,76.4,2.70E-05,1403,3652
95.979814,19.3,75.4,1.43E-05,1004.409632,3653
95.998914,17.6,80.3,2.30E-05,1716,3654
96.027583,17.5,74.4,1.40E-05,652,3655
96.074747,17.6,80.3,3.10E-05,1968,3656
96.07607,17.6,83,3.30E-05,1791,3657
96.096798,18.6,117.2,2.12E-05,967.5847547,3658
96.11336,19.3,72.4,1.49E-05,1019.966918,3659
96.113962,17.6,81.3,3.01E-05,1633.050564,3660
96.114026,19.2,68.8,1.23E-05,938.0156205,3661
96.138987,17.5,72.5,9.60E-06,344,3662
96.15968,17.5,75.3,2.30E-05,1205,3663
96.21665,17.6,82.4,2.20E-05,1552,3664
96.261259,19.4,79.8,8.60E-06,338,3665
96.278915,17.5,74.7,2.10E-05,1670,3666
96.311221,17.6,83,2.30E-05,1096,3667
96.347462,17.5,74.7,2.10E-05,970,3668
96.367895,17.5,74.4,9.40E-06,524,3669
96.412518,17.5,74.7,2.60E-05,1571,3670
96.460808,19.2,68.3,1.83E-05,1476.760937,3671
96.499274,19.1,63.9,1.89E-05,1354.276173,3672
96.520708,17.6,84.4,2.17E-05,1170.662251,3673
96.582465,17.6,78.2,2.00E-05,1457,3674
96.600373,17.5,74.7,1.13E-05,342.9335483,3675
96.605055,17.6,78.2,3.20E-05,1920,3676
96.616093,17.5,75.3,2.00E-05,1585,3677
96.629179,19.3,72.6,1.63E-05,779.4188485,3678
96.649359,17.6,83,1.18E-05,695.2225729,3679
96.66297534,18.6,112.3,2.99E-05,1783.632828,3680
96.69768,19.3,72.7,2.42E-05,1392.268964,3681
96.710994,17.5,72.5,1.10E-05,363.6439622,3682
96.785606,17.5,75.3,1.74E-05,985.8571157,3683
96.841601,19.4,80.4,1.90E-05,1233,3684
96.875681,17.6,82.2,2.40E-05,1478,3685
96.897761,19.4,80.4,3.20E-05,1791,3686
96.933544,17.5,74.7,1.10E-05,730.4687074,3687
96.978845,19.4,77.5,1.86E-05,850.8624525,3688
96.979459,19.1,63.6,1.01E-05,464.3388633,3689
96.986525,17.5,73.8,2.88E-05,1781.583728,3690
97.048735,19.1,62.6,1.53E-05,1224.004067,3691
97.082204,19.1,62.6,1.98E-05,1753.106323,3692
97.11643,17.5,74.7,1.80E-05,915.2977843,3693
97.120709,18.6,116.9,1.94E-05,890.8279737,3694
97.148822,17.5,74.7,1.70E-05,1381,3695
97.153429,17.6,83.5,1.08E-05,331.4850243,3696
97.219632,17.5,75,2.30E-05,1716,3697
97.225998,19.4,77.7,1.50E-05,611,3698
97.245548,17.6,80.3,2.20E-05,1646,3699
97.245711,17.5,75.3,1.82E-05,1443.572097,3700
97.254374,19.4,77.5,1.17E-05,338.9774338,3701
97.271667,17.6,83,3.00E-05,1526,3702
97.2945,17.6,82.2,8.80E-06,357,3703
97.300004,19.4,77.7,2.70E-05,1708,3704
97.348831,19.4,78,2.57E-05,1371.086955,3705
97.351947,19.4,77.2,1.10E-05,339.4607805,3706
97.35949,17.6,80.8,1.14E-05,406.2483503,3707
97.367319,19.2,65.6,1.94E-05,1270.79492,3708
97.369261,19.3,74.1,1.30E-05,882,3709
97.383118,17.6,83.2,2.10E-05,1265,3710
97.422305,19.4,77.2,1.45E-05,986.4023813,3711
97.427964,19.3,73.1,2.41E-05,1654.671086,3712
97.447365,17.5,76.4,2.40E-05,1869,3713
97.457081,19.6,114.4,1.82E-05,882.5121164,3714
97.461455,18.6,116.1,2.69E-05,1541.58176,3715
97.465181,19.4,78,1.63E-05,578.5868879,3716
97.524487,19.2,64.7,1.80E-05,1108.098013,3717
97.55139,28.4,97,2.19E-05,1333.864427,3718
97.587679,19.2,64.8,1.64E-05,916.5786607,3719
97.598078,19.1,61.5,1.29E-05,546.7274187,3720
97.620827,17.6,84.9,1.13E-05,360.1243056,3721
97.645992,19.4,80.4,2.80E-05,1552,3722
97.671274,28.4,96.2,2.18E-05,1416.083617,3723
97.681831,17.5,75.3,1.35E-05,640.2199365,3724
97.684288,19.1,61.9,6.33E-06,311.1057726,3725
97.711109,17.5,74.7,1.10E-05,472,3726
97.734486,17.6,82.4,1.40E-05,878,3727
97.734783,19.1,63.6,1.90E-05,1573.423862,3728
97.778434,17.5,74.7,2.30E-05,1921,3729
97.815679,17.6,78.2,8.70E-06,399,3730
97.828768,17.5,75.3,2.60E-05,1958,3731
97.844173,17.5,73.1,1.58E-05,1226.407578,3732
97.845778,17.6,81.9,1.63E-05,628.3808441,3733
97.883167,17.5,75.3,2.40E-05,1913,3734
97.88618,17.6,81.9,2.90E-05,1554,3735
97.941191,17.6,78.2,2.50E-05,1172,3736
97.956466,17.5,73.4,1.50E-05,751,3737
97.959583,17.6,81.3,2.70E-05,1739.682011,3738
97.981709,17.6,85.2,1.75E-05,1081.924618,3739
97.985478,19.1,60.1,8.83E-06,322.2329261,3740
98.018622,17.6,80.3,1.20E-05,441,3741
98.027476,19.4,79.8,1.90E-05,1331,3742
98.067483,19.3,71.6,1.59E-05,742.7542232,3743
98.122046,17.6,82.4,3.10E-05,1580,3744
98.177705,17.5,76.4,2.60E-05,1489,3745
98.186187,17.6,80.8,1.72E-05,1208.61483,3746
98.227918,17.6,81.9,1.80E-05,822,3747
98.263484,17.6,79.4,1.50E-05,586.494733,3748
98.392762,17.6,78.2,2.29E-05,958.9031076,3749
98.423959,17.6,78.2,2.40E-05,1855,3750
98.46814,28.4,96.2,2.39E-05,1152.706104,3751
98.615701,18.6,116.7,1.81E-05,782.8087423,3752
98.634459,17.6,80.3,1.30E-05,917,3753
98.64627,17.5,74.7,3.10E-05,1871,3754
98.659516,17.5,74.7,1.70E-05,870,3755
98.713256,17.6,78.2,2.30E-05,1463,3756
98.725703,17.5,74.7,2.40E-05,1595,3757
98.734784,17.5,75.3,1.00E-05,344,3758
98.757646,19.3,73.6,1.97E-05,1438.144896,3759
98.766061,17.6,78.2,8.90E-06,345,3760
98.816664,19.3,70.7,1.73E-05,1328.339843,3761
98.864209,32.2,88.4,3.33E-05,1772.155233,3762
98.908774,17.5,73.8,2.20E-05,1198,3763
98.914663,17.5,74.4,2.60E-05,1474,3764
99.029833,26.1,95.7,3.31E-05,1338.476063,3765
99.036224,17.6,81.3,2.24E-05,1061.987681,3766
99.057749,17.5,73.8,2.00E-05,1633,3767
99.107987,18.6,117.2,1.79E-05,870.9436272,3768
99.121395,19.4,80.4,2.30E-05,1537,3769
99.131091,17.6,85.8,2.48E-05,1038.814549,3770
99.145318,17.5,73.8,9.90E-06,318,3771
99.169462,19.4,79.8,2.10E-05,1340,3772
99.181115,19.6,114.4,1.82E-05,920.9997524,3773
99.202699,17.6,83,2.10E-05,1487,3774
99.260323,19.3,74.9,2.14E-05,1443.772017,3775
99.279201,17.5,75.3,1.40E-05,1006,3776
99.280542,19.1,63.8,2.16E-05,1884.033401,3777
99.297056,17.6,84.4,2.40E-05,1669,3778
99.409436,17.6,80.8,2.50E-05,1216,3779
99.442435,19.1,62.2,1.11E-05,841.2148296,3780
99.483792,17.6,80.8,2.10E-05,988,3781
99.514731,17.5,74.7,2.73E-05,1600.923947,3782
99.551944,19.3,74.1,1.60E-05,625,3783
99.556987,19.4,80.7,2.60E-05,1275.799572,3784
99.627174,17.5,75.3,2.21E-05,975.5630445,3785
99.627657,19.6,114.4,3.76E-05,1857.710427,3786
99.659669,18.6,112.5,2.47E-05,1183.429952,3787
99.713219,28.4,96.2,1.43E-05,669.3511549,3788
99.734874,19.3,71.8,2.29E-05,1501.376303,3789
99.758062,17.6,82.4,1.70E-05,1156,3790
99.774776,19.4,79.8,2.50E-05,1255,3791
99.806395,17.5,74.7,1.20E-05,803,3792
99.887527,17.5,75.3,1.27E-05,931.9918532,3793
99.936485,17.6,78.2,1.40E-05,921,3794
99.936584,19.3,75.4,1.10E-05,657.1190409,3795
99.993222,17.6,84.4,3.30E-05,1813,3796
7.018239,17.5,74.7,1.83E-05,1184.237108,3797
7.234567,17.5,74.7,1.89E-05,1223.803229,3798
7.867982,17.5,74.7,1.60E-05,986.6261058,3799
8.351343,17.5,74.7,1.88E-05,1208.680596,3800
8.471133,17.6,80.3,1.64E-05,919.0672481,3801
8.744777,17.6,78.8,1.71E-05,1000.780721,3802
8.850394,17.6,78.2,1.96E-05,1158.617397,3803
9.165477,17.5,75.3,1.70E-05,1091.453286,3804
9.430883,17.5,74.7,1.40E-05,840.2985202,3805
9.637399,17.6,80.8,1.83E-05,1066.721752,3806
9.961179,17.6,83,1.65E-05,854.6394253,3807
10.152108,17.5,75.3,2.15E-05,1439.09329,3808
10.744809,17.6,83,1.72E-05,923.9071668,3809
11.006272,17.6,78.2,1.71E-05,972.8667381,3810
11.25878,19.4,80.4,1.75E-05,919.9482827,3811
11.38654,17.6,78.2,1.78E-05,1101.12875,3812
11.810025,17.5,75.3,1.77E-05,1036.921443,3813
11.811941,19.4,80.4,1.66E-05,885.7420959,3814
12.153609,17.5,73.4,1.64E-05,1007.309096,3815
12.369064,17.5,74.7,1.58E-05,954.9169026,3816
12.551122,17.5,74.7,1.48E-05,844.4567016,3817
13.80037,17.5,75.3,1.56E-05,916.9155115,3818
15.189979,17.5,75.3,1.92E-05,1311.271009,3819
16.062036,17.5,74.7,1.93E-05,1250.039459,3820
16.274407,33,92,2.33E-05,1312.350001,3821
17.050483,31.8,86.2,2.17E-05,1362.567582,3822
17.303767,17.5,75.3,1.54E-05,884.2432433,3823
17.320414,17.5,75.3,1.90E-05,1163.074796,3824
17.475042,17.5,75.3,1.24E-05,685.9983984,3825
17.53471,31.2,99.1,2.35E-05,1221.056685,3826
17.670287,17.5,75.3,1.86E-05,1246.192219,3827
17.699262,17.6,78.2,1.79E-05,1160.335108,3828
17.743244,19.4,80.4,1.63E-05,802.7844644,3829
18.128339,19.4,80.4,1.83E-05,1034.817876,3830
18.158027,28.9,102.3,2.70E-05,1338.198531,3831
18.305847,17.6,83,2.24E-05,1163.902728,3832
18.366772,29.4,106.9,3.15E-05,1589.263871,3833
18.480501,19.1,59.9,1.10E-05,737.426326,3834
18.572051,19.2,70.3,1.42E-05,895.3421691,3835
18.674028,17.5,74.7,1.35E-05,674.5332183,3836
18.712663,17.6,83,2.17E-05,1174.353614,3837
18.969132,17.5,75.3,1.82E-05,1031.597064,3838
19.329225,19.3,70.9,1.05E-05,534.9417439,3839
19.353866,17.6,78.2,2.45E-05,1548.731397,3840
19.414042,29.4,106.9,2.80E-05,1342.508076,3841
20.165462,19.1,61.1,9.99E-06,648.0534034,3842
20.253711,31.2,99.1,3.18E-05,1648.798781,3843
20.344927,17.6,83,2.00E-05,1184.657203,3844
20.349405,17.6,83,1.59E-05,788.671048,3845
20.772118,17.6,83,1.56E-05,733.7643948,3846
20.823051,17.6,77.9,2.05E-05,1249.349729,3847
20.890017,17.5,74.7,1.36E-05,841.0592283,3848
20.983158,29.4,106.9,3.48E-05,1752.49075,3849
21.049089,10.84517483,191.6811505,4.65E-05,1420.567856,3850
21.067334,27,106.9,2.95E-05,1422.830989,3851
21.650339,17.6,78.2,2.33E-05,1435.243489,3852
21.700916,17.5,74.7,1.33E-05,758.1915171,3853
21.804825,28.9,101.7,3.34E-05,1691.732639,3854
21.970348,17.5,75.3,1.49E-05,832.1818407,3855
22.083454,17.5,74.7,1.43E-05,887.7675689,3856
22.094656,19.2,68.8,1.36E-05,810.6931613,3857
22.095484,19.1,63.5,9.84E-06,532.3940839,3858
22.138826,17.6,81.6,1.55E-05,904.2820084,3859
22.321807,28.9,102.3,3.42E-05,1682.585783,3860
22.332068,17.6,81.9,2.25E-05,1280.164756,3861
22.417719,28.4,96.2,3.31E-05,1887.749043,3862
22.430772,27.1,108.6,2.86E-05,1411.038071,3863
22.485854,19.2,64.5,9.10E-06,520.3508324,3864
22.49417,28.3,95.4,2.73E-05,1573.050098,3865
22.580796,26.7,103.6,3.11E-05,1620.006355,3866
22.642484,28.9,102.3,3.25E-05,1653.478261,3867
22.761519,19.3,71.4,1.09E-05,600.2774754,3868
22.861595,17.6,80.8,2.54E-05,1595.33934,3869
22.983543,19.2,68.4,1.19E-05,720.250323,3870
23.100439,28.9,102.3,2.81E-05,1395.869059,3871
23.118736,28.4,96.2,2.85E-05,1629.880441,3872
23.293742,17.5,74.7,2.25E-05,1593.863449,3873
23.413151,19.3,73.9,1.18E-05,660.846775,3874
23.418871,28.4,96.2,2.40E-05,1324.460285,3875
23.472918,24.8,107.1,3.35E-05,1637.219587,3876
23.555953,28.4,96.2,3.07E-05,1740.997828,3877
23.659991,19.1,60.1,9.22E-06,624.7184942,3878
23.761223,17.6,83,2.34E-05,1236.448147,3879
23.82618,17.6,78.8,1.50E-05,946.8461591,3880
23.916059,34.4,99.4,2.49E-05,1361.415638,3881
23.979314,17.6,84.1,1.61E-05,909.4137517,3882
24.133001,17.5,74.7,1.21E-05,737.2139489,3883
24.372187,17.6,83,1.45E-05,818.2585186,3884
24.536198,19.3,75.1,1.40E-05,723.3293671,3885
24.542004,31.4,101,3.01E-05,1447.46087,3886
24.586146,17.6,81.1,1.29E-05,623.9817739,3887
24.831151,28.9,102.3,2.70E-05,1308.267142,3888
25.007374,17.6,83,2.30E-05,1273.009075,3889
25.15399,17.5,74.7,2.10E-05,1435.666749,3890
25.173161,17.5,75.3,1.17E-05,632.3035533,3891
25.307006,17.5,75.3,1.86E-05,1011.094442,3892
25.362945,17.6,83,2.26E-05,1347.935542,3893
25.410069,28.2,94.7,3.22E-05,1843.36133,3894
25.417894,28.9,102.3,3.36E-05,1850.182305,3895
25.53214,28.4,97,3.01E-05,1757.56452,3896
25.677578,19.3,72,1.14E-05,668.5965958,3897
25.875534,17.5,75.3,1.96E-05,1062.312948,3898
25.90231,19.2,64.4,1.12E-05,765.190559,3899
25.906906,17.6,78.2,2.10E-05,1160.571179,3900
25.944806,28.9,102.3,2.70E-05,1228.743312,3901
26.037001,28.8,100.9,2.43E-05,1240.86937,3902
26.397411,17.6,78.2,1.69E-05,1117.15544,3903
26.6126,29.5,108.1,3.76E-05,1820.46616,3904
26.742586,17.6,78.2,2.08E-05,1404.87615,3905
26.765721,19.3,70.9,1.17E-05,713.217318,3906
26.788753,19.3,76.4,1.05E-05,473.350284,3907
26.796386,19.4,79.2,1.26E-05,606.7331572,3908
26.869582,28.4,96.2,2.61E-05,1513.602198,3909
27.014426,17.6,81.9,1.68E-05,1040.798388,3910
27.050096,19.1,61.9,8.88E-06,364.4782953,3911
27.114022,19.3,72.9,1.48E-05,697.5540732,3912
27.222435,19.3,73.4,1.59E-05,894.5983721,3913
27.25841,17.5,75.3,1.76E-05,950.4806704,3914
27.272061,19.1,63.6,8.30E-06,320.5644994,3915
27.588982,19.3,76.2,1.52E-05,772.1345075,3916
28.051974,19.1,61.3,1.32E-05,867.603597,3917
28.185122,19.2,68.8,1.20E-05,568.7454512,3918
